sender,receiver,number_of_characters,contains_urgent,contains_important,urgency_classification,send_date,send_time,claim_type,initial_priority,number_of_attachments,message_language
Electrician,Architect,50,False,False,not urgent and not important,2021-10-25,2021-10-25 08:13:27,logistical,low,0,Spanish
Electrician,Electrician,169,False,False,not urgent and not important,1998-06-17,1998-06-17 11:08:45,logistical,high,0,English
engineer,engineer,112,False,False,not urgent and not important,1967-03-22,1967-03-22 11:19:16,technical,low,0,English
architect,electrician,34,False,False,not urgent and not important,1994-08-24,1994-08-24 00:00:00,technical,medium,0,English
architect,electrician,9,False,False,not urgent and not important,2015-11-25,2015-11-25 23:43:47,technical,medium,0,Spanish
Contractor,Client,90,False,False,not urgent and not important,2022-03-19,2022-03-19 00:00:00,technical,low,0,English
electrician,electrician,22,False,False,not urgent and not important,2021-12-09,2021-12-09 08:39:34,technical,high,0,English
subcontractor,subcontractor,41,False,False,not urgent and not important,1981-01-01,1981-01-01 12:29:35,administrative,low,0,Spanish
Supervisor,General Contractor,55,False,False,not urgent and not important,1988-02-18,1988-02-18 09:20:39,administrative,medium,0,English
Superintendent,Subcontractor,94,False,False,not urgent and not important,1997-08-07,1997-08-07 16:23:15,technical,low,0,English
Architect,Architect,219,False,False,not urgent and not important,1995-02-17,1995-02-17 09:08:12,technical,low,0,English
Architect,Contractor,111,False,False,not urgent and not important,1983-02-24,1983-02-24 12:47:02,logistical,low,0,English
electrician,architect,16,False,True,urgent and not important,1992-03-29,1992-03-29 06:52:47,administrative,high,0,English
Architect,Architect,223,False,False,not urgent and not important,1970-01-01,1970-01-01 00:00:00,logistical,medium,13,English
Electrician,Superintendent,20,False,False,not urgent and not important,1992-04-06,1992-04-06 09:12:12,logistical,low,0,Spanish
Contractor,Contractor,30,False,False,not urgent and not important,1970-01-01,1970-01-01 00:00:00,technical,medium,0,Spanish
Contractor,Contractor,205,False,False,not urgent and not important,2014-06-02,2014-06-02 19:11:07,technical,medium,0,English
Architect,Electrician,297,False,False,not urgent and not important,1991-04-04,1991-04-04 01:38:19,logistical,low,0,English
Electrician,Electrician,52,False,False,not urgent and not important,1996-05-14,1996-05-14 12:22:39,technical,medium,0,German
architect,general contractor,8,False,True,not urgent and important,1999-09-07,1999-09-07 16:34:53,logistical,high,0,Spanish
architect,contractor,136,True,True,urgent and important,1970-01-17,1970-01-17 01:09:48,logistical,high,0,English
Architect,Employer / Owner,467,False,False,not urgent and not important,2015-12-06,2015-12-06 09:03:48,technical,low,0,English
Architect,Owner,147,False,False,not urgent and not important,2017-06-21,2017-06-21 21:39:16,technical,low,0,English
Electrician,Subcontractor,208,False,False,not urgent and not important,1912-05-26,1912-05-26 13:54:40,technical,low,0,English
Architect,Electrician,71,False,False,not urgent and not important,1985-12-05,1985-12-05 09:29:37,technical,high,0,English
Electrician,Architect,154,False,False,not urgent and not important,1997-12-01,1997-12-01 16:10:06,logistical,high,0,German
Technical,Project Manager,342,False,False,not urgent and not important,1985-04-01,1985-04-01 10:22:36,technical,low,0,English
Site Work,Superintendent,235,False,False,not urgent and not important,2019-06-18,2019-06-18 09:41:07,technical,high,0,Spanish
Assistant Contractor,Assistant Contractor,211,False,False,not urgent and not important,1997-01-19,1997-01-19 20:26:12,technical,medium,0,English
Superintendent,Insurance Agent,453,False,False,not urgent and not important,2018-08-02,2018-08-02 15:51:44,logistical,low,0,English
General Contractor,Architect,61,False,False,not urgent and not important,2014-12-17,2014-12-17 12:08:04,technical,low,0,Spanish
Subcontractor,Field Supervisor,45,False,False,not urgent and not important,2019-05-10,2019-05-10 08:35:11,technical,low,0,English
Other,Insurer,133,False,False,not urgent and not important,1990-10-01,1990-10-01 01:09:52,logistical,low,0,English
Architect,Architect,227,False,False,not urgent and not important,2017-05-19,2017-05-19 10:19:06,technical,medium,0,German
Architect,Owner,136,False,False,not urgent and not important,1998-02-02,1998-02-02 10:38:02,logistical,medium,0,German
Architect,Electrician,18,False,False,not urgent and not important,2016-04-14,2016-04-14 00:55:00,technical,high,0,English
Electrician,Architect,266,True,False,urgent and not important,2016-06-03,2016-06-03 07:06:59,technical,medium,0,German
Consultant,Contractor,21,False,False,not urgent and not important,1998-06-02,1998-06-02 15:55:51,administrative,high,0,English
Project Manager,Project Manager,11,False,False,not urgent and not important,2019-03-11,2019-03-11 16:16:06,administrative,low,0,Spanish
Architect,Electrician,102,False,False,not urgent and not important,2018-01-11,2018-01-11 15:55:10,logistical,high,0,English
General Contractor,Owner,37,False,False,not urgent and not important,2019-01-24,2019-01-24 18:43:07,administrative,high,0,English
Architect,Architect,39,False,False,not urgent and not important,2021-04-07,2021-04-07 11:30:37,administrative,low,0,English
Architect,Architect,241,False,False,not urgent and not important,1992-05-07,1992-05-07 14:28:55,logistical,low,0,Spanish
Electrician,Superintendent,48,False,False,not urgent and important,2017-06-05,2017-06-05 11:45:48,logistical,high,0,Spanish
Architect,Architect,242,False,False,not urgent and not important,1995-09-11,1995-09-11 14:45:23,technical,low,0,French
Architect,Electrician,454,False,False,not urgent and not important,1994-10-23,1994-10-23 11:47:01,technical,medium,0,English
architect,electrician,14,False,True,not urgent and not important,1999-06-07,1999-06-07 12:02:07,technical,high,0,English
Electrician,Owner,158,False,False,not urgent and not important,1970-01-01,1970-01-01 00:00:00,technical,medium,0,English
Electrician,Electrician,21,False,False,not urgent and not important,1999-11-21,1999-11-21 00:00:00,technical,low,0,English
Electrician,Architect,1414,False,False,not urgent and not important,1995-10-18,1995-10-18 07:49:50,technical,medium,0,English
Electrician,Architect,42,False,False,not urgent and not important,1962-10-23,1962-10-23 10:59:19,technical,low,0,English
Electrician,Architect,289,False,False,not urgent and not important,2022-07-24,2022-07-24 10:42:29,technical,medium,0,Spanish
Architect,Vendor,73,False,False,not urgent and not important,1999-03-04,1999-03-04 07:53:35,technical,low,0,English
Contractor,Owner,582,False,False,not urgent and not important,1999-07-12,1999-07-12 08:34:57,technical,medium,0,English
Superintendent,Superintendent,1,False,False,not urgent and not important,2016-11-20,2016-11-20 18:55:29,financial,medium,0,Spanish
Electrician,Mechanic,16,False,False,not urgent and not important,2019-04-15,2019-04-15 17:00:00,logistical,high,0,Spanish
Engineer,Contractor,127,False,False,not urgent and not important,2019-10-23,2019-10-23 11:57:08,technical,low,0,English
Electrician,Architect,115,False,False,not urgent and not important,1994-04-10,1994-04-10 13:23:12,administrative,low,0,English
Electrician,Electrician,31,False,False,not urgent and not important,2018-01-29,2018-01-29 00:00:00,technical,medium,0,German
Electrician,Contractor,253,False,False,not urgent and not important,2014-12-29,2014-12-29 13:54:31,technical,medium,0,English
Electrician,Electrician,113,False,False,not urgent and not important,1996-12-09,1996-12-09 17:38:28,administrative,low,0,English
Owner,Architect,242,False,False,urgent and not important,1999-11-12,1999-11-12 00:15:44,financial,high,0,English
Electrician,Architect,240,False,False,not urgent and not important,2019-08-16,2019-08-16 16:07:52,logistical,medium,0,English
Architect,Architect,37,False,False,not urgent and not important,1992-10-18,1992-10-18 09:39:12,administrative,medium,0,Spanish
electrician,electrician,13,False,False,not urgent and not important,1997-04-01,1997-04-01 13:36:42,administrative,medium,0,English
Consultant,Consultant,230,False,False,not urgent and not important,1995-01-06,1995-01-06 14:41:44,administrative,low,0,Spanish
architect,architect,103,False,False,not urgent and not important,1991-12-01,1991-12-01 10:14:00,technical,medium,0,English
Architect,Construction Manager,170,False,True,not urgent and important,1992-07-16,1992-07-16 10:04:01,technical,medium,0,English
Plumber,Electrician,77,True,False,not urgent and important,1996-02-22,1996-02-22 13:00:20,technical,medium,0,Spanish
Architect,Architect,185,False,False,not urgent and not important,1992-06-07,1992-06-07 00:00:00,administrative,medium,0,English
electrician,electrician,47,False,False,not urgent and not important,1996-10-23,1996-10-23 16:41:14,technical,medium,0,English
Electrician,Electrician,21,False,False,not urgent and not important,1996-03-20,1996-03-20 15:08:31,technical,low,0,English
electrician,architect,114,False,False,not urgent and not important,1999-04-21,1999-04-21 19:54:23,administrative,low,0,English
Engineer,Architect,33,False,False,not urgent and not important,2015-05-01,2015-05-01 16:35:37,administrative,medium,0,English
Electrician,Architect,235,True,False,urgent and important,1970-01-01,1970-01-01 00:00:00,logistical,high,0,English
Contractor,Owner,294,False,False,not urgent and not important,1999-12-14,1999-12-14 14:45:16,administrative,low,0,German
Architect,Architect,29,False,False,not urgent and not important,1986-07-27,1986-07-27 15:53:00,technical,medium,0,French
Architect,Electrician,164,False,False,not urgent and not important,2018-11-01,2018-11-01 16:17:09,logistical,low,0,English
Contractor,Architect,200,False,False,not urgent and not important,2015-05-15,2015-05-14 14:00:00,logistical,low,0,English
Electrician,Electrician,224,False,True,not urgent and important,2021-09-02,2020-07-06 08:08:59,administrative,high,0,Spanish
electrician,electrician,131,False,False,not urgent and not important,2018-01-17,2018-01-17 12:57:23,technical,low,0,English
Architect,Architect,223,False,False,not urgent and important,1985-02-20,1985-02-20 09:10:15,administrative,low,0,English
Electrician,Architect,163,False,False,not urgent and not important,2021-05-11,2021-05-11 17:43:14,technical,medium,0,English
Subcontractor,Subcontractor,381,False,False,not urgent and not important,2019-07-24,2019-07-24 18:43:50,financial,low,0,English
Contractor,Architect,81,False,False,not urgent and not important,1970-01-01,1970-01-01 00:00:00,logistical,medium,0,English
Customer,Architect,119,False,False,not urgent and not important,1970-01-01,1970-01-01 00:00:00,administrative,medium,0,English
Architect,Architect,158,False,False,not urgent and important,1983-03-27,1983-03-27 10:57:52,technical,medium,0,English
Electrician,Architect,176,False,False,not urgent and not important,1999-06-25,1999-06-25 12:25:59,technical,low,0,English
Electrician,Architects,196,False,True,not urgent and important,2021-07-21,2021-07-21 15:09:53,administrative,high,0,English
Electrician,Architect,24,False,True,not urgent and important,2019-05-05,2019-05-05 10:17:09,technical,medium,0,German
Architect,Electrician,125,False,False,not urgent and not important,1970-01-01,1970-01-01 00:00:00,technical,low,0,Spanish
Engineer,Engineer,56,False,False,not urgent and not important,2019-07-02,2019-07-02 15:48:35,technical,low,0,Spanish
Engineer,Engineer,63,False,False,not urgent and not important,1995-12-08,1995-12-08 00:14:39,administrative,low,1,French
Contractor,Subcontractor,34,False,False,not urgent and not important,1982-06-01,1982-06-01 15:58:48,technical,high,0,English
Engineer,Field Engineer,213,False,False,not urgent and not important,2016-07-28,2016-07-28 15:32:17,technical,medium,0,English
Engineer,Engineer,134,False,False,not urgent and not important,1995-10-27,1995-10-27 11:57:16,administrative,low,0,English
Project Manager,Construction Manager,117,False,False,not urgent and not important,2022-09-29,2022-09-29 05:16:32,technical,medium,0,Spanish
electrician,architect,52,False,False,not urgent and not important,1982-04-15,1982-04-15 10:22:05,technical,medium,0,Spanish
General Contractor,Insurance,58,False,False,not urgent and important,1970-01-01,1970-01-01 00:00:00,technical,high,0,English
Painter,Architect,48,False,False,not urgent and not important,1990-01-24,1990-01-24 13:43:33,logistical,medium,0,Spanish
Architect,Insurance,14,False,False,not urgent and not important,2012-03-06,2012-03-06 08:56:51,logistical,low,0,Spanish
Claimant,Architect,56,False,False,not urgent and not important,2017-08-28,2017-08-28 14:24:43,technical,low,0,English
Electrician,Electrician,25,False,False,not urgent and not important,2014-06-17,2014-06-17 06:43:23,technical,medium,0,Spanish
architect,Electrician,10,True,False,urgent and important,2019-04-23,2019-04-23 10:08:05,technical,medium,2,English
